page,source_file,image_path,project_or_video_id,classification,previous_alt,revised_alt,previous_char_count,revised_char_count,first_200_revised,grounding_sources_used,duplicate_wording_removed,owner_review_flag,notes
https://www.sdhardwoods.com/recent_project_photo_gallery_2.html,build/data/recent_project_photo_gallery_2/modules.json,assets/images/20170723_083832.356221804_sq_thumb_m.jpg,40,before,"#40 Del Mar hardwood floor refinishing in Derby Downs coastal estate. Engineered red oak flooring worn out by the front entry was fully restored with professional sanding, a custom stain, and a satin sheen finish for a modern coastal look.﻿ — Before Del Mar hardwood floor refinishing Derby Downs San Diego coastal estate, engineered red oak flooring at entryway worn out and prepared for professional sanding and restoration, hardwood floor refinishing service by licensed San Diego contractor. Del Mar Hardwood Floor Restoration &ndash; Engineered Red Oak Entryway Floor in Derby Downs Estate Worn and Damaged Before Refinishing.","Before #40 in Del Mar's Derby Downs coastal estate: engineered red oak flooring at the front entry, worn out, shown prepared for professional sanding and restoration.",631,166,"Before #40 in Del Mar's Derby Downs coastal estate: engineered red oak flooring at the front entry, worn out, shown prepared for professional sanding and restoration.",build/data/recent_project_photo_gallery_2/modules.json,yes,no,"Gallery 2: same systemic-bug fix as Gallery 1, applied to the general-case branch only (the idx==8 special Bird Rock/Rancho Santa Fe pair already led correctly and was left unchanged)."
https://www.sdhardwoods.com/recent_project_photo_gallery_2.html,build/data/recent_project_photo_gallery_2/modules.json,assets/images/20170730_113957.356221834_sq_thumb_m.jpg,40,after,"#40 Del Mar hardwood floor refinishing in Derby Downs coastal estate. Engineered red oak flooring worn out by the front entry was fully restored with professional sanding, a custom stain, and a satin sheen finish for a modern coastal look.﻿ — After Del Mar hardwood floor refinishing coastal Derby Downs estate San Diego, engineered red oak flooring restored with dustless sanding, custom stain color, and satin sheen polyurethane finish, hardwood floor restoration service by expert San Diego flooring contractor. Refinished Engineered Red Oak Hardwood Floors in Del Mar San Diego &ndash; Custom Stain and Satin Sheen Finish Applied for a Clean, Updated Coastal Style.","After #40 in Del Mar's Derby Downs coastal estate: the same engineered red oak entryway floor restored with dustless sanding, a custom stain color, and a satin-sheen polyurethane finish for a modern coastal look.",669,212,"After #40 in Del Mar's Derby Downs coastal estate: the same engineered red oak entryway floor restored with dustless sanding, a custom stain color, and a satin-sheen polyurethane finish for a modern c",build/data/recent_project_photo_gallery_2/modules.json,yes,no,"Gallery 2: same systemic-bug fix as Gallery 1, applied to the general-case branch only (the idx==8 special Bird Rock/Rancho Santa Fe pair already led correctly and was left unchanged)."
https://www.sdhardwoods.com/recent_project_photo_gallery_2.html,build/data/recent_project_photo_gallery_2/modules.json,,,decorative,,,0,0,,build/data/recent_project_photo_gallery_2/modules.json,no,no,"Gallery 2: same systemic-bug fix as Gallery 1, applied to the general-case branch only (the idx==8 special Bird Rock/Rancho Santa Fe pair already led correctly and was left unchanged)."
https://www.sdhardwoods.com/recent_project_photo_gallery_3.html,build/data/recent_project_photo_gallery_3/modules.json,,,decorative,,,0,0,,build/data/recent_project_photo_gallery_3/modules.json,no,no,"Gallery 3: audited -- base alt already leads with image-specific content; only the one confirmed byte-identical pair (SUE30/SUE76, Project #50) was recomposed. All other images left unchanged (already compliant)."
https://www.sdhardwoods.com/recent_project_photo_gallery_3.html,build/data/recent_project_photo_gallery_3/modules.json,,,decorative,,,0,0,,build/data/recent_project_photo_gallery_3/modules.json,no,no,"Gallery 3: audited -- base alt already leads with image-specific content; only the one confirmed byte-identical pair (SUE30/SUE76, Project #50) was recomposed. All other images left unchanged (already compliant)."
https://www.sdhardwoods.com/recent_project_photo_gallery_3.html,build/data/recent_project_photo_gallery_3/modules.json,,,decorative,,,0,0,,build/data/recent_project_photo_gallery_3/modules.json,no,no,"Gallery 3: audited -- base alt already leads with image-specific content; only the one confirmed byte-identical pair (SUE30/SUE76, Project #50) was recomposed. All other images left unchanged (already compliant)."
https://www.sdhardwoods.com/recent_project_photo_gallery_3.html,build/data/recent_project_photo_gallery_3/modules.json,/ZZZZ 1 (1).jpg,41,other,"Solana Beach hardwood floor refinishing project, solid red oak strip flooring sanded to raw wood during mid-process in a Rancho Santa Fe estate; dust-control plastic sheeting hung for containment and crack fillers applied between boards, North County San Diego traditional hardwood floor contractor restoring floors to natural color. #41 Solid red oak strip flooring in a grand Solana Beach estate on the edge of Rancho Santa Fe, carefully restored to its natural color. The first photo shows the floor sanded down to raw wood mid-process, with dust-control plastic protecting sensitive areas and fillers applied between boards. The second photo reveals the finished floor still wet with a mirror-like sheen, hallway lights reflecting across the surface. This long North County San Diego hallway demonstrates traditional hardwood floor refinishing done to perfection, restoring the warmth and beauty of natural red oak. Refinishing Solid Red Oak in a Solana Beach Estate, Sanding and Filling Before Finishing.","Solana Beach hardwood floor refinishing project, solid red oak strip flooring sanded to raw wood during mid-process in a Rancho Santa Fe estate; dust-control plastic sheeting hung for containment and crack fillers applied between boards, North County San Diego traditional hardwood floor contractor restoring floors to natural color. #41 Solid red oak strip flooring in a grand Solana Beach estate on the edge of Rancho Santa Fe, carefully restored to its natural color. The first photo shows the floor sanded down to raw wood mid-process, with dust-control plastic protecting sensitive areas and fillers applied between boards. The second photo reveals the finished floor still wet with a mirror-like sheen, hallway lights reflecting across the surface. This long North County San Diego hallway demonstrates traditional hardwood floor refinishing done to perfection, restoring the warmth and beauty of natural red oak. Refinishing Solid Red Oak in a Solana Beach Estate, Sanding and Filling Before Finishing.",1009,1009,"Solana Beach hardwood floor refinishing project, solid red oak strip flooring sanded to raw wood during mid-process in a Rancho Santa Fe estate; dust-control plastic sheeting hung for containment and ",build/data/recent_project_photo_gallery_3/modules.json,no,no,"Gallery 3: audited -- base alt already leads with image-specific content; only the one confirmed byte-identical pair (SUE30/SUE76, Project #50) was recomposed. All other images left unchanged (already compliant)."
https://www.sdhardwoods.com/recent_project_photo_gallery_3.html,build/data/recent_project_photo_gallery_3/modules.json,/ZZZZ 2.jpg,41,other,"Completed hardwood floor refinishing Solana Beach Rancho Santa Fe estate, solid red oak hallway finished natural with wet polyurethane creating a mirror-like reflective sheen, North County San Diego professional hardwood floor restoration bringing back the beauty of real oak floors. #41 Solid red oak strip flooring in a grand Solana Beach estate on the edge of Rancho Santa Fe, carefully restored to its natural color. The first photo shows the floor sanded down to raw wood mid-process, with dust-control plastic protecting sensitive areas and fillers applied between boards. The second photo reveals the finished floor still wet with a mirror-like sheen, hallway lights reflecting across the surface. This long North County San Diego hallway demonstrates traditional hardwood floor refinishing done to perfection, restoring the warmth and beauty of natural red oak. North County San Diego Hardwood Floor Restoration&mdash;natural Red Oak with a Flawless Mirror Finish.","Completed hardwood floor refinishing Solana Beach Rancho Santa Fe estate, solid red oak hallway finished natural with wet polyurethane creating a mirror-like reflective sheen, North County San Diego professional hardwood floor restoration bringing back the beauty of real oak floors. #41 Solid red oak strip flooring in a grand Solana Beach estate on the edge of Rancho Santa Fe, carefully restored to its natural color. The first photo shows the floor sanded down to raw wood mid-process, with dust-control plastic protecting sensitive areas and fillers applied between boards. The second photo reveals the finished floor still wet with a mirror-like sheen, hallway lights reflecting across the surface. This long North County San Diego hallway demonstrates traditional hardwood floor refinishing done to perfection, restoring the warmth and beauty of natural red oak. North County San Diego Hardwood Floor Restoration&mdash;natural Red Oak with a Flawless Mirror Finish.",972,972,"Completed hardwood floor refinishing Solana Beach Rancho Santa Fe estate, solid red oak hallway finished natural with wet polyurethane creating a mirror-like reflective sheen, North County San Diego p",build/data/recent_project_photo_gallery_3/modules.json,no,no,"Gallery 3: audited -- base alt already leads with image-specific content; only the one confirmed byte-identical pair (SUE30/SUE76, Project #50) was recomposed. All other images left unchanged (already compliant)."
https://www.sdhardwoods.com/recent_project_photo_gallery_3.html,build/data/recent_project_photo_gallery_3/modules.json,/TEAK PARQUET REFINISHING2.jpg,,other,"San Diego hardwood floor refinishing project, rare solid teak parquet mid-century floor before sanding, surface worn and dull after decades of use; licensed flooring contractor restoring vintage parquet with professional dust-containment sanding systems. 42 Solid teak parquet flooring in San Diego, a rare mid-century installation with a gorgeous pattern that had aged for decades. The first photo shows the parquet in worn, dull condition before sanding. The second photo captures the transformation after sanding and sealing&mdash;rotary equipment and full dust containment brought the teak back to life, revealing deep, rich tones enhanced with an oil sealer and finished to a satin sheen. The intricate parquet design now glows with warmth and precision craftsmanship. Mid-century Teak Parquet Restored in San Diego with Dust-free Sanding and Oil Sealer.","San Diego hardwood floor refinishing project, rare solid teak parquet mid-century floor before sanding, surface worn and dull after decades of use; licensed flooring contractor restoring vintage parquet with professional dust-containment sanding systems. 42 Solid teak parquet flooring in San Diego, a rare mid-century installation with a gorgeous pattern that had aged for decades. The first photo shows the parquet in worn, dull condition before sanding. The second photo captures the transformation after sanding and sealing&mdash;rotary equipment and full dust containment brought the teak back to life, revealing deep, rich tones enhanced with an oil sealer and finished to a satin sheen. The intricate parquet design now glows with warmth and precision craftsmanship. Mid-century Teak Parquet Restored in San Diego with Dust-free Sanding and Oil Sealer.",859,859,"San Diego hardwood floor refinishing project, rare solid teak parquet mid-century floor before sanding, surface worn and dull after decades of use; licensed flooring contractor restoring vintage parqu",build/data/recent_project_photo_gallery_3/modules.json,no,no,"Gallery 3: audited -- base alt already leads with image-specific content; only the one confirmed byte-identical pair (SUE30/SUE76, Project #50) was recomposed. All other images left unchanged (already compliant)."
https://www.sdhardwoods.com/recent_project_photo_gallery_3.html,build/data/recent_project_photo_gallery_3/modules.json,/TEAK PARQUET REFINISHING16.jpg,,other,"Solid teak parquet floor restoration San Diego, mid-century parquet sanded smooth with rotary dust-free equipment, finished with oil sealer and satin sheen to highlight the rare intricate pattern and rich teak color in a vintage home. 42 Solid teak parquet flooring in San Diego, a rare mid-century installation with a gorgeous pattern that had aged for decades. The first photo shows the parquet in worn, dull condition before sanding. The second photo captures the transformation after sanding and sealing&mdash;rotary equipment and full dust containment brought the teak back to life, revealing deep, rich tones enhanced with an oil sealer and finished to a satin sheen. The intricate parquet design now glows with warmth and precision craftsmanship. Rare Teak Parquet Floor Refinished to Perfection&mdash;rich Color, Satin Sheen, Flawless Parquet Pattern.","Solid teak parquet floor restoration San Diego, mid-century parquet sanded smooth with rotary dust-free equipment, finished with oil sealer and satin sheen to highlight the rare intricate pattern and rich teak color in a vintage home. 42 Solid teak parquet flooring in San Diego, a rare mid-century installation with a gorgeous pattern that had aged for decades. The first photo shows the parquet in worn, dull condition before sanding. The second photo captures the transformation after sanding and sealing&mdash;rotary equipment and full dust containment brought the teak back to life, revealing deep, rich tones enhanced with an oil sealer and finished to a satin sheen. The intricate parquet design now glows with warmth and precision craftsmanship. Rare Teak Parquet Floor Refinished to Perfection&mdash;rich Color, Satin Sheen, Flawless Parquet Pattern.",859,859,"Solid teak parquet floor restoration San Diego, mid-century parquet sanded smooth with rotary dust-free equipment, finished with oil sealer and satin sheen to highlight the rare intricate pattern and ",build/data/recent_project_photo_gallery_3/modules.json,no,no,"Gallery 3: audited -- base alt already leads with image-specific content; only the one confirmed byte-identical pair (SUE30/SUE76, Project #50) was recomposed. All other images left unchanged (already compliant)."
https://www.sdhardwoods.com/recent_project_photo_gallery_3.html,build/data/recent_project_photo_gallery_3/modules.json,/MIRIAM 1.jpg,43,other,"La Jolla hardwood floor installation project above La Jolla Shores, wide plank French oak flooring glued down in random lengths, unfinished rustic grade square edge planks sanded perfectly smooth before finishing, seamless luxury installation by San Diego flooring contractor. #43 Wide plank French oak flooring installation in a stunning La Jolla home above La Jolla Shores on Scenic Drive. This glued-down, unfinished square-edge rustic grade oak was carefully installed in random lengths and sanded to perfection. The first photo shows the raw, freshly installed planks before finishing. The second photo displays the natural beauty of the French oak after sanding, protected with a commercial-grade finish that will last for decades. At 5/8&rdquo; thick with a 7&rdquo; width and 4mm top layer, this seamless floor&mdash;with no beveled edges or wire brushing&mdash;highlights the straight lines, perfect board selection, and coastal craftsmanship of a high-end La Jolla estate overlooking the Pacific. La Jolla Scenic Drive French Oak Floors Installed and Finished Natural with Seamless Precision.","La Jolla hardwood floor installation project above La Jolla Shores, wide plank French oak flooring glued down in random lengths, unfinished rustic grade square edge planks sanded perfectly smooth before finishing, seamless luxury installation by San Diego flooring contractor. #43 Wide plank French oak flooring installation in a stunning La Jolla home above La Jolla Shores on Scenic Drive. This glued-down, unfinished square-edge rustic grade oak was carefully installed in random lengths and sanded to perfection. The first photo shows the raw, freshly installed planks before finishing. The second photo displays the natural beauty of the French oak after sanding, protected with a commercial-grade finish that will last for decades. At 5/8&rdquo; thick with a 7&rdquo; width and 4mm top layer, this seamless floor&mdash;with no beveled edges or wire brushing&mdash;highlights the straight lines, perfect board selection, and coastal craftsmanship of a high-end La Jolla estate overlooking the Pacific. La Jolla Scenic Drive French Oak Floors Installed and Finished Natural with Seamless Precision.",1102,1102,"La Jolla hardwood floor installation project above La Jolla Shores, wide plank French oak flooring glued down in random lengths, unfinished rustic grade square edge planks sanded perfectly smooth befo",build/data/recent_project_photo_gallery_3/modules.json,no,no,"Gallery 3: audited -- base alt already leads with image-specific content; only the one confirmed byte-identical pair (SUE30/SUE76, Project #50) was recomposed. All other images left unchanged (already compliant)."
https://www.sdhardwoods.com/recent_project_photo_gallery_3.html,build/data/recent_project_photo_gallery_3/modules.json,/MIRIAM 2.jpg,43,other,"Finished French oak wide plank hardwood flooring La Jolla Scenic Drive home, 5/8 inch thick 7 inch wide planks with 4mm top layer, natural unstained color highlighted with commercial grade finish, seamless glued down installation overlooking the Pacific Ocean. #43 Wide plank French oak flooring installation in a stunning La Jolla home above La Jolla Shores on Scenic Drive. This glued-down, unfinished square-edge rustic grade oak was carefully installed in random lengths and sanded to perfection. The first photo shows the raw, freshly installed planks before finishing. The second photo displays the natural beauty of the French oak after sanding, protected with a commercial-grade finish that will last for decades. At 5/8&rdquo; thick with a 7&rdquo; width and 4mm top layer, this seamless floor&mdash;with no beveled edges or wire brushing&mdash;highlights the straight lines, perfect board selection, and coastal craftsmanship of a high-end La Jolla estate overlooking the Pacific. Wide Plank French Oak in a Coastal La Jolla Estate&mdash;sanded Smooth and Finished to Last for Decades.","Finished French oak wide plank hardwood flooring La Jolla Scenic Drive home, 5/8 inch thick 7 inch wide planks with 4mm top layer, natural unstained color highlighted with commercial grade finish, seamless glued down installation overlooking the Pacific Ocean. #43 Wide plank French oak flooring installation in a stunning La Jolla home above La Jolla Shores on Scenic Drive. This glued-down, unfinished square-edge rustic grade oak was carefully installed in random lengths and sanded to perfection. The first photo shows the raw, freshly installed planks before finishing. The second photo displays the natural beauty of the French oak after sanding, protected with a commercial-grade finish that will last for decades. At 5/8&rdquo; thick with a 7&rdquo; width and 4mm top layer, this seamless floor&mdash;with no beveled edges or wire brushing&mdash;highlights the straight lines, perfect board selection, and coastal craftsmanship of a high-end La Jolla estate overlooking the Pacific. Wide Plank French Oak in a Coastal La Jolla Estate&mdash;sanded Smooth and Finished to Last for Decades.",1095,1095,"Finished French oak wide plank hardwood flooring La Jolla Scenic Drive home, 5/8 inch thick 7 inch wide planks with 4mm top layer, natural unstained color highlighted with commercial grade finish, sea",build/data/recent_project_photo_gallery_3/modules.json,no,no,"Gallery 3: audited -- base alt already leads with image-specific content; only the one confirmed byte-identical pair (SUE30/SUE76, Project #50) was recomposed. All other images left unchanged (already compliant)."
https://www.sdhardwoods.com/recent_project_photo_gallery_3.html,build/data/recent_project_photo_gallery_3/modules.json,/SOLANA BAMBOO 2.jpg,44,other,"Solana Beach hardwood floor refinishing project, horizontally laminated non-carbonized bamboo floor sanded to raw state after aluminum oxide finish removed, North County San Diego flooring contractor restoring rare bamboo with full dust containment sanding equipment. #44 Non-carbonized, horizontally laminated bamboo floor refinishing in a Solana Beach home perched above the ocean off Lomas Santa Fe. The first photo shows the bamboo sanded down to raw material after carefully removing the factory aluminum oxide coating. The second photo captures the transformation&mdash;this rare bamboo floor sanded to perfection and finished with Bona Traffic HD commercial-grade satin sheen, reflecting natural light from the ocean-view windows and recessed can lighting. This project showcases how North County San Diego bamboo floors&mdash;horizontal, vertical, carbonized or non-carbonized&mdash;can be restored flawlessly with dust containment systems that keep homes clean and safe during sanding. Solana Beach Bamboo Floor Refinished Dust-free, Restored from Raw to Satin Perfection.","Solana Beach hardwood floor refinishing project, horizontally laminated non-carbonized bamboo floor sanded to raw state after aluminum oxide finish removed, North County San Diego flooring contractor restoring rare bamboo with full dust containment sanding equipment. #44 Non-carbonized, horizontally laminated bamboo floor refinishing in a Solana Beach home perched above the ocean off Lomas Santa Fe. The first photo shows the bamboo sanded down to raw material after carefully removing the factory aluminum oxide coating. The second photo captures the transformation&mdash;this rare bamboo floor sanded to perfection and finished with Bona Traffic HD commercial-grade satin sheen, reflecting natural light from the ocean-view windows and recessed can lighting. This project showcases how North County San Diego bamboo floors&mdash;horizontal, vertical, carbonized or non-carbonized&mdash;can be restored flawlessly with dust containment systems that keep homes clean and safe during sanding. Solana Beach Bamboo Floor Refinished Dust-free, Restored from Raw to Satin Perfection.",1081,1081,"Solana Beach hardwood floor refinishing project, horizontally laminated non-carbonized bamboo floor sanded to raw state after aluminum oxide finish removed, North County San Diego flooring contractor ",build/data/recent_project_photo_gallery_3/modules.json,no,no,"Gallery 3: audited -- base alt already leads with image-specific content; only the one confirmed byte-identical pair (SUE30/SUE76, Project #50) was recomposed. All other images left unchanged (already compliant)."
https://www.sdhardwoods.com/recent_project_photo_gallery_3.html,build/data/recent_project_photo_gallery_3/modules.json,/SOLANA BAMBOO 1.jpg,44,other,"Bamboo floor refinishing Solana Beach hilltop home off Lomas Santa Fe, horizontal non-carbonized bamboo sanded and coated with Bona Traffic HD satin finish, ocean-view windows and recessed lighting reflecting on flawless surface, dust-free restoration by licensed contractor. #44 Non-carbonized, horizontally laminated bamboo floor refinishing in a Solana Beach home perched above the ocean off Lomas Santa Fe. The first photo shows the bamboo sanded down to raw material after carefully removing the factory aluminum oxide coating. The second photo captures the transformation&mdash;this rare bamboo floor sanded to perfection and finished with Bona Traffic HD commercial-grade satin sheen, reflecting natural light from the ocean-view windows and recessed can lighting. This project showcases how North County San Diego bamboo floors&mdash;horizontal, vertical, carbonized or non-carbonized&mdash;can be restored flawlessly with dust containment systems that keep homes clean and safe during sanding. Non-carbonized Horizontal Bamboo Sanded Smooth and Finished with Bona Traffic Hd Overlooking the Ocean.","Bamboo floor refinishing Solana Beach hilltop home off Lomas Santa Fe, horizontal non-carbonized bamboo sanded and coated with Bona Traffic HD satin finish, ocean-view windows and recessed lighting reflecting on flawless surface, dust-free restoration by licensed contractor. #44 Non-carbonized, horizontally laminated bamboo floor refinishing in a Solana Beach home perched above the ocean off Lomas Santa Fe. The first photo shows the bamboo sanded down to raw material after carefully removing the factory aluminum oxide coating. The second photo captures the transformation&mdash;this rare bamboo floor sanded to perfection and finished with Bona Traffic HD commercial-grade satin sheen, reflecting natural light from the ocean-view windows and recessed can lighting. This project showcases how North County San Diego bamboo floors&mdash;horizontal, vertical, carbonized or non-carbonized&mdash;can be restored flawlessly with dust containment systems that keep homes clean and safe during sanding. Non-carbonized Horizontal Bamboo Sanded Smooth and Finished with Bona Traffic Hd Overlooking the Ocean.",1106,1106,"Bamboo floor refinishing Solana Beach hilltop home off Lomas Santa Fe, horizontal non-carbonized bamboo sanded and coated with Bona Traffic HD satin finish, ocean-view windows and recessed lighting re",build/data/recent_project_photo_gallery_3/modules.json,no,no,"Gallery 3: audited -- base alt already leads with image-specific content; only the one confirmed byte-identical pair (SUE30/SUE76, Project #50) was recomposed. All other images left unchanged (already compliant)."
https://www.sdhardwoods.com/recent_project_photo_gallery_3.html,build/data/recent_project_photo_gallery_3/modules.json,/BIRCH 1.jpg,45,other,"Del Mar hardwood floor refinishing project, rare solid yellow birch floor sanded down to raw wood during restoration, North County San Diego licensed contractor using dust-containment sanding equipment to renew coastal estate flooring with precision craftsmanship. #45 Solid yellow birch hardwood flooring in Del Mar, carefully sanded and restored to highlight its natural light-golden tones. The first photo shows the raw birch floor being prepared during sanding. The second photo reveals the finished surface, smoothed and protected with a durable commercial-grade coating. This project in coastal North County San Diego shows how rare yellow birch can be brought back to life with professional dust-free refinishing in a Del Mar estate. Yellow Birch Floor in Del Mar Estate Restored to Its Natural Golden Glow with Dust-free Refinishing.","Del Mar hardwood floor refinishing project, rare solid yellow birch floor sanded down to raw wood during restoration, North County San Diego licensed contractor using dust-containment sanding equipment to renew coastal estate flooring with precision craftsmanship. #45 Solid yellow birch hardwood flooring in Del Mar, carefully sanded and restored to highlight its natural light-golden tones. The first photo shows the raw birch floor being prepared during sanding. The second photo reveals the finished surface, smoothed and protected with a durable commercial-grade coating. This project in coastal North County San Diego shows how rare yellow birch can be brought back to life with professional dust-free refinishing in a Del Mar estate. Yellow Birch Floor in Del Mar Estate Restored to Its Natural Golden Glow with Dust-free Refinishing.",841,841,"Del Mar hardwood floor refinishing project, rare solid yellow birch floor sanded down to raw wood during restoration, North County San Diego licensed contractor using dust-containment sanding equipmen",build/data/recent_project_photo_gallery_3/modules.json,no,no,"Gallery 3: audited -- base alt already leads with image-specific content; only the one confirmed byte-identical pair (SUE30/SUE76, Project #50) was recomposed. All other images left unchanged (already compliant)."
https://www.sdhardwoods.com/recent_project_photo_gallery_3.html,build/data/recent_project_photo_gallery_3/modules.json,/BIRCH 2.jpg,45,other,"Solid yellow birch hardwood floor refinished in Del Mar coastal home, golden birch species restored to natural beauty with commercial-grade finish, seamless straight-line boards glowing with light in a North County San Diego estate overlooking the ocean. #45 Solid yellow birch hardwood flooring in Del Mar, carefully sanded and restored to highlight its natural light-golden tones. The first photo shows the raw birch floor being prepared during sanding. The second photo reveals the finished surface, smoothed and protected with a durable commercial-grade coating. This project in coastal North County San Diego shows how rare yellow birch can be brought back to life with professional dust-free refinishing in a Del Mar estate. Rare Solid Birch Hardwood Refinished in Coastal North County San Diego&mdash;bright, Smooth, and Flawless.","Solid yellow birch hardwood floor refinished in Del Mar coastal home, golden birch species restored to natural beauty with commercial-grade finish, seamless straight-line boards glowing with light in a North County San Diego estate overlooking the ocean. #45 Solid yellow birch hardwood flooring in Del Mar, carefully sanded and restored to highlight its natural light-golden tones. The first photo shows the raw birch floor being prepared during sanding. The second photo reveals the finished surface, smoothed and protected with a durable commercial-grade coating. This project in coastal North County San Diego shows how rare yellow birch can be brought back to life with professional dust-free refinishing in a Del Mar estate. Rare Solid Birch Hardwood Refinished in Coastal North County San Diego&mdash;bright, Smooth, and Flawless.",837,837,"Solid yellow birch hardwood floor refinished in Del Mar coastal home, golden birch species restored to natural beauty with commercial-grade finish, seamless straight-line boards glowing with light in ",build/data/recent_project_photo_gallery_3/modules.json,no,no,"Gallery 3: audited -- base alt already leads with image-specific content; only the one confirmed byte-identical pair (SUE30/SUE76, Project #50) was recomposed. All other images left unchanged (already compliant)."
https://www.sdhardwoods.com/recent_project_photo_gallery_3.html,build/data/recent_project_photo_gallery_3/modules.json,/MIRIAM RAW INSTALL.jpg,46,other,"La Jolla hardwood floor installation project, wide plank French oak flooring staged on raw concrete slab with 200-foot red chalk line snapped during prep, random length planks planned before installation in a coastal estate above La Jolla Shores. #46 Wide plank French oak installation in a La Jolla estate overlooking the Shores. The first photo shows the raw concrete slab prepped and chalk-lined, with random length planks staged for layout. The second photo reveals the long entryway after installation&mdash;7&rdquo; French oak boards selected and placed with precision, finished natural for a seamless coastal look. Another example of traditional in-home finishing by San Diego Hardwoods in La Jolla. La Jolla French Oak Floors Laid Out from Chalk-lined Slab to Flawless Coastal Installation.","La Jolla hardwood floor installation project, wide plank French oak flooring staged on raw concrete slab with 200-foot red chalk line snapped during prep, random length planks planned before installation in a coastal estate above La Jolla Shores. #46 Wide plank French oak installation in a La Jolla estate overlooking the Shores. The first photo shows the raw concrete slab prepped and chalk-lined, with random length planks staged for layout. The second photo reveals the long entryway after installation&mdash;7&rdquo; French oak boards selected and placed with precision, finished natural for a seamless coastal look. Another example of traditional in-home finishing by San Diego Hardwoods in La Jolla. La Jolla French Oak Floors Laid Out from Chalk-lined Slab to Flawless Coastal Installation.",798,798,"La Jolla hardwood floor installation project, wide plank French oak flooring staged on raw concrete slab with 200-foot red chalk line snapped during prep, random length planks planned before installat",build/data/recent_project_photo_gallery_3/modules.json,no,no,"Gallery 3: audited -- base alt already leads with image-specific content; only the one confirmed byte-identical pair (SUE30/SUE76, Project #50) was recomposed. All other images left unchanged (already compliant)."
https://www.sdhardwoods.com/recent_project_photo_gallery_3.html,build/data/recent_project_photo_gallery_3/modules.json,/MIRIAM FINISHED.jpg,46,other,"Completed French oak wide plank hardwood floor installation in La Jolla home near Cedar Boulevard, long entryway finished with 7-inch boards laid seamless and natural, traditional in-home finishing by licensed San Diego hardwood floor contractor. #46 Wide plank French oak installation in a La Jolla estate overlooking the Shores. The first photo shows the raw concrete slab prepped and chalk-lined, with random length planks staged for layout. The second photo reveals the long entryway after installation&mdash;7&rdquo; French oak boards selected and placed with precision, finished natural for a seamless coastal look. Another example of traditional in-home finishing by San Diego Hardwoods in La Jolla. Wide Plank Oak Entryway in La Jolla Estate&mdash;seamless Natural Finish Overlooking the Ocean.","Completed French oak wide plank hardwood floor installation in La Jolla home near Cedar Boulevard, long entryway finished with 7-inch boards laid seamless and natural, traditional in-home finishing by licensed San Diego hardwood floor contractor. #46 Wide plank French oak installation in a La Jolla estate overlooking the Shores. The first photo shows the raw concrete slab prepped and chalk-lined, with random length planks staged for layout. The second photo reveals the long entryway after installation&mdash;7&rdquo; French oak boards selected and placed with precision, finished natural for a seamless coastal look. Another example of traditional in-home finishing by San Diego Hardwoods in La Jolla. Wide Plank Oak Entryway in La Jolla Estate&mdash;seamless Natural Finish Overlooking the Ocean.",802,802,"Completed French oak wide plank hardwood floor installation in La Jolla home near Cedar Boulevard, long entryway finished with 7-inch boards laid seamless and natural, traditional in-home finishing by",build/data/recent_project_photo_gallery_3/modules.json,no,no,"Gallery 3: audited -- base alt already leads with image-specific content; only the one confirmed byte-identical pair (SUE30/SUE76, Project #50) was recomposed. All other images left unchanged (already compliant)."
